id,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation
2887,34000000.0,Secondary, Аминьевская,5.0,Moscow,0.0,96.0,55.0,14.0,3.0,25,Without renovation
2888,34500000.0,Secondary, Аминьевская,6.0,Moscow,0.0,73.0,30.0,22.0,4.0,37,Without renovation
2889,35000000.0,Secondary, Выставочная,12.0,Moscow,0.0,40.0,20.0,10.0,59.0,68,Without renovation
2890,37500000.0,Secondary, Новокузнецкая,6.0,Moscow,0.0,42.0,27.0,10.0,3.0,5,Without renovation
2891,37990000.0,Secondary, Бауманская,17.0,Moscow,0.0,75.0,53.0,12.0,9.0,23,Without renovation
2892,37990000.0,Secondary, Бауманская,17.0,Moscow,0.0,75.0,53.2,12.0,9.0,23,Designer
2893,39500000.0,Secondary, Технопарк,14.0,Moscow,0.0,70.8,47.0,12.0,2.0,20,Without renovation
2894,40000000.0,Secondary, Ростокино,12.0,Moscow,0.0,138.0,100.0,20.0,47.0,56,Without renovation
2895,40000000.0,Secondary, Алексеевская,12.0,Moscow,0.0,90.0,50.0,15.0,8.0,35,Without renovation
2896,40500000.0,Secondary, Аминьевская,11.0,Moscow,0.0,97.0,47.0,18.0,6.0,42,Without renovation
2897,40883244.0,Secondary, Алексеевская,4.0,Moscow,0.0,112.0,58.8,15.9,12.0,15,Cosmetic
2898,41000000.0,Secondary, Технопарк,12.0,Moscow,0.0,61.1,36.1,20.0,19.0,20,Without renovation
2899,41850000.0,Secondary, Пенягино,18.0,Moscow,0.0,155.0,80.5,19.5,7.0,7,Without renovation
2900,41500000.0,Secondary, Новокузнецкая,6.0,Moscow,0.0,44.0,27.0,12.0,3.0,5,Without renovation
2901,42000000.0,Secondary, Белорусская,5.0,Moscow,0.0,91.0,48.1,14.2,5.0,6,Without renovation
2902,42000000.0,Secondary, Минская,5.0,Moscow,0.0,71.2,21.5,12.5,8.0,14,Without renovation
2903,42675500.0,Secondary, Сходненская,17.0,Moscow,0.0,121.21,74.0,15.0,1.0,5,Without renovation
2904,42500000.0,Secondary, Минская,20.0,Moscow,0.0,111.0,60.0,22.0,9.0,22,Designer
2905,43500000.0,Secondary, Матвеевская,18.0,Moscow,0.0,70.2,25.0,20.0,19.0,26,Without renovation
2906,43390000.0,Secondary, Арбатская,8.0,Moscow,0.0,93.8,78.1,14.4,4.0,4,Cosmetic
2907,46000000.0,Secondary, Алексеевская,2.0,Moscow,0.0,111.45,58.5,15.9,9.0,15,Cosmetic
2908,47000000.0,Secondary, Шелепиха,10.0,Moscow,0.0,87.2,60.0,15.0,4.0,45,Designer
2909,47052500.0,Secondary, Сходненская,17.0,Moscow,0.0,79.55,53.0,15.0,5.0,5,Without renovation
2910,48000000.0,Secondary, Добрынинская,12.0,Moscow,0.0,143.5,74.7,18.5,5.0,29,Without renovation
2911,48000000.0,Secondary, Добрынинская,12.0,Moscow,0.0,143.5,74.7,18.5,5.0,29,Without renovation
2912,49000000.0,Secondary, Тульская,25.0,Moscow,0.0,170.0,120.0,35.0,3.0,4,Without renovation
2913,49370000.0,Secondary, Фили,6.0,Moscow,0.0,102.0,53.7,15.1,29.0,36,Without renovation
2914,49900000.0,Secondary, Крылатское,9.0,Moscow,0.0,162.0,70.0,39.0,15.0,35,Without renovation
2915,49800000.0,Secondary, Добрынинская,12.0,Moscow,0.0,154.0,109.0,40.0,4.0,30,Without renovation
2916,49900000.0,Secondary, Маяковская,5.0,Moscow,0.0,61.0,33.0,11.7,4.0,13,Cosmetic
2917,49990000.0,Secondary, Маяковская,8.0,Moscow,0.0,81.5,48.0,15.0,3.0,7,Without renovation
2918,49990000.0,Secondary, Маяковская,8.0,Moscow,0.0,81.5,47.0,12.0,3.0,7,Without renovation
2919,49900000.0,Secondary, Маяковская,5.0,Moscow,0.0,61.0,36.0,20.0,4.0,12,Without renovation
2920,53000000.0,Secondary, Коломенская,7.0,Moscow,0.0,330.4,280.0,40.0,2.0,21,Without renovation
2921,53000000.0,Secondary, Коломенская,7.0,Moscow,0.0,330.4,282.3,47.1,1.0,21,Without renovation
2922,52999000.0,Secondary, Шелепиха,15.0,Moscow,0.0,100.0,14.0,14.9,9.0,19,Without renovation
2923,53500000.0,Secondary, Алексеевская,2.0,Moscow,0.0,123.88,64.8,16.9,11.0,15,Without renovation
2924,53490000.0,Secondary, Фили,6.0,Moscow,0.0,108.0,42.0,15.6,5.0,6,Without renovation
2925,55000000.0,Secondary, Технопарк,14.0,Moscow,0.0,138.0,48.0,40.0,16.0,21,Without renovation
2926,54950000.0,Secondary, Фили,6.0,Moscow,0.0,105.0,55.2,15.3,16.0,22,Without renovation
2927,56000000.0,Secondary, Деловой центр,5.0,Moscow,0.0,72.0,15.0,12.6,28.0,78,Without renovation
2928,19300000.0,Secondary, Деловой центр,4.0,Moscow,0.0,26.4,17.0,4.0,19.0,85,Designer
2929,9350000.0,Secondary, Селигерская,21.0,Moscow,0.0,23.8,15.8,3.0,18.0,18,Designer
2930,10000000.0,Secondary, Говорово,6.0,Moscow,0.0,22.2,10.8,5.0,11.0,24,Cosmetic
2931,4473000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,14.2,9.3,7.8,5.0,9,European-style renovation
2932,4877000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,15.5,13.0,7.9,7.0,9,European-style renovation
2933,5190000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.3,14.0,8.1,6.0,9,European-style renovation
2934,19475000.0,Secondary, Международная,3.0,Moscow,0.0,20.0,12.0,3.0,35.0,85,Designer
2935,10800000.0,Secondary, Ростокино,13.0,Moscow,0.0,28.0,16.3,9.0,5.0,10,Designer
2936,6000000.0,Secondary, Волжская,6.0,Moscow,0.0,21.8,2.0,8.4,1.0,5,Designer
2937,4450000.0,Secondary, Москворечье,19.0,Moscow,0.0,13.5,9.0,7.8,2.0,5,Cosmetic
2938,3750000.0,Secondary, Кунцевская,5.0,Moscow,0.0,12.0,8.2,7.6,1.0,17,Designer
2939,4800000.0,Secondary, Волжская,5.0,Moscow,0.0,17.4,10.9,8.1,2.0,5,Designer
2940,4880000.0,Secondary, Кунцевская,5.0,Moscow,0.0,18.1,11.3,8.1,1.0,17,Designer
2941,4490000.0,Secondary, Нижегородская,7.0,Moscow,0.0,16.1,5.0,8.0,2.0,3,European-style renovation
2942,44000000.0,Secondary, Деловой центр,6.0,Moscow,0.0,52.0,12.0,10.9,53.0,79,Designer
2943,6740000.0,Secondary, Октябрьская,5.0,Moscow,0.0,35.0,19.8,9.5,4.0,5,European-style renovation
2944,17000000.0,Secondary, Фили,15.0,Moscow,0.0,29.4,14.0,9.1,12.0,25,Designer
2945,8193000.0,Secondary, Кузнецкий мост,5.0,Moscow,0.0,27.8,16.2,8.9,8.0,10,European-style renovation
2946,10649000.0,Secondary, Коломенская,18.0,Moscow,0.0,25.4,18.0,6.0,2.0,33,European-style renovation
2947,7850000.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.6,12.5,8.3,3.0,4,Cosmetic
2948,20799000.0,Secondary, Маяковская,5.0,Moscow,0.0,35.6,20.1,9.6,8.0,12,Without renovation
2949,36500000.0,Secondary, Международная,5.0,Moscow,0.0,51.4,35.0,5.0,39.0,68,Without renovation
2950,11000000.0,Secondary, Рассказовка,2.0,Moscow,0.0,29.0,12.9,5.0,21.0,23,European-style renovation
2951,4347500.0,Secondary, Медведково,5.0,Moscow,0.0,18.5,10.0,5.0,1.0,17,Cosmetic
2952,5900291.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,15.7,10.1,7.9,2.0,4,Cosmetic
2953,6437856.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.2,12.3,8.3,4.0,4,Designer
2954,8212707.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,38.7,21.7,9.8,3.0,3,Designer
2955,8300000.0,Secondary, Бауманская,7.0,Moscow,0.0,24.5,5.0,8.7,6.0,7,Without renovation
2956,5692500.0,Secondary, Бескудниково,19.0,Moscow,0.0,25.3,20.0,5.0,2.0,9,Cosmetic
2957,5850000.0,Secondary, Савёловская,13.0,Moscow,0.0,23.0,17.0,8.5,2.0,2,Designer
2958,5900291.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,15.7,10.1,7.9,2.0,4,European-style renovation
2959,8557695.0,Secondary, Преображенская площадь,9.0,Moscow,0.0,28.6,16.6,9.0,2.0,4,European-style renovation
2960,8557695.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,28.6,21.6,2.0,2.0,3,Designer
2961,10600000.0,Secondary, Маяковская,9.0,Moscow,0.0,13.6,9.0,7.8,2.0,6,Designer
2962,12800000.0,Secondary, Мичуринский проспект,5.0,Moscow,0.0,28.0,16.3,9.0,10.0,41,Without renovation
2963,12950400.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,42.6,34.6,3.0,1.0,2,Designer
2964,15400000.0,Secondary, Давыдково,22.0,Moscow,0.0,30.0,17.3,9.1,10.0,30,Designer
2965,9261313.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,34.1,19.4,9.5,2.0,4,Cosmetic
2966,10900000.0,Secondary, Черкизовская,18.0,Moscow,0.0,30.0,12.0,12.0,5.0,39,Designer
2967,11400000.0,Secondary, Угрешская,6.0,Moscow,0.0,24.2,10.2,4.0,3.0,30,Designer
2968,6850000.0,Secondary, Савёловская,14.0,Moscow,0.0,24.5,14.5,8.7,2.0,2,Designer
2969,5590000.0,Secondary, Владыкино,3.0,Moscow,0.0,19.0,15.0,4.0,1.0,16,European-style renovation
2970,5900000.0,Secondary, Владыкино,4.0,Moscow,0.0,19.0,15.0,4.0,11.0,16,European-style renovation
2971,7245112.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,24.4,14.5,8.7,2.0,4,Cosmetic
2972,13000000.0,Secondary, Динамо,8.0,Moscow,0.0,22.0,12.0,5.0,6.0,13,Designer
2973,14044800.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,46.2,38.2,3.0,2.0,3,Designer
2974,5400000.0,Secondary, Электрозаводская,11.0,Moscow,0.0,15.5,8.1,1.0,8.0,8,Designer
2975,5805000.0,Secondary, Беговая,8.0,Moscow,0.0,13.5,13.5,7.8,1.0,5,European-style renovation
2976,5900000.0,Secondary, Тропарёво,17.0,Moscow,0.0,15.3,9.9,7.9,4.0,22,European-style renovation
2977,6100000.0,Secondary, Чкаловская,11.0,Moscow,0.0,16.2,8.1,1.0,8.0,8,Designer
2978,6437856.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,20.2,12.3,8.3,2.0,4,European-style renovation
2979,6460241.0,Secondary, Электрозаводская,11.0,Moscow,0.0,15.6,8.7,1.9,7.0,8,Designer
2980,6723872.0,Secondary, Аэропорт,12.0,Moscow,0.0,15.6,10.0,7.9,3.0,4,European-style renovation
2981,6850000.0,Secondary, Алексеевская,11.0,Moscow,0.0,15.0,3.0,7.9,1.0,4,European-style renovation
2982,6800000.0,Secondary, Электрозаводская,11.0,Moscow,0.0,15.7,8.9,1.0,7.0,8,Designer
2983,6940000.0,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,Designer
2984,6924227.0,Secondary, Красный Балтиец,9.0,Moscow,0.0,16.7,10.7,1.0,2.0,4,European-style renovation
2985,6950000.0,Secondary, Тропарёво,17.0,Moscow,0.0,20.5,12.5,8.3,4.0,22,European-style renovation
2986,6950000.0,Secondary, Зюзино,8.0,Moscow,0.0,17.1,10.8,8.1,4.0,5,Designer
2987,6950000.0,Secondary, Тропарёво,17.0,Moscow,0.0,20.5,12.5,8.3,3.0,22,European-style renovation
2988,7190000.0,Secondary, Савёловская,14.0,Moscow,0.0,26.0,15.3,8.8,2.0,2,Designer
2989,7244770.0,Secondary, Красный Балтиец,9.0,Moscow,0.0,24.9,17.9,2.0,1.0,3,European-style renovation
2990,7690000.0,Secondary, Динамо,14.0,Moscow,0.0,28.0,16.3,9.0,2.0,2,Designer
2991,9061253.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,21.5,13.0,8.4,4.0,4,European-style renovation
2992,10118827.0,Secondary, Аэропорт,12.0,Moscow,0.0,33.9,19.3,9.4,3.0,4,European-style renovation
2993,12300000.0,Secondary, Сухаревская,6.0,Moscow,0.0,19.1,11.8,8.2,2.0,5,Designer
2994,13000000.0,Secondary, Смоленская,7.0,Moscow,0.0,16.6,10.5,8.0,1.0,4,Designer
2995,13406400.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,44.1,30.1,5.0,1.0,4,Designer
2996,4990000.0,Secondary, ЗИЛ,7.0,Moscow,0.0,12.1,8.3,7.6,10.0,13,Without renovation
2997,5500000.0,Secondary, Бунинская аллея,9.0,Moscow,0.0,20.1,10.0,4.5,2.0,14,Without renovation
2998,5623500.0,Secondary, Окская,14.0,Moscow,0.0,16.3,13.8,8.0,1.0,5,European-style renovation
2999,7700000.0,Secondary, Таганская,6.0,Moscow,0.0,15.0,12.0,3.0,4.0,4,Designer
3000,5950000.0,Secondary, Окская,14.0,Moscow,0.0,15.9,13.4,8.0,2.0,5,European-style renovation
3001,6112500.0,Secondary, Окская,14.0,Moscow,0.0,16.3,12.5,8.0,5.0,5,European-style renovation
3002,6101987.0,Secondary, Калитники,7.0,Moscow,0.0,17.3,10.9,8.1,2.0,8,Cosmetic
3003,6300000.0,Secondary, Красносельская,3.0,Moscow,0.0,16.8,10.6,8.0,4.0,5,European-style renovation
3004,6696000.0,Secondary, Окская,14.0,Moscow,0.0,18.3,16.3,8.2,4.0,5,European-style renovation
3005,4473000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,14.2,11.0,7.8,4.0,9,European-style renovation
3006,5024000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,15.7,12.7,7.9,4.0,9,European-style renovation
3007,5510000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,19.0,16.0,8.2,4.0,9,European-style renovation
3008,5712000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,20.4,17.0,8.3,2.0,9,European-style renovation
3009,5700000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,19.0,15.7,8.2,3.0,9,European-style renovation
3010,5949500.0,Secondary, Окская,14.0,Moscow,0.0,16.3,13.8,8.0,3.0,5,European-style renovation
3011,7490000.0,Secondary, ЗИЛ,7.0,Moscow,0.0,17.9,11.2,8.1,10.0,13,Designer
3012,10950000.0,Secondary, Стахановская,4.0,Moscow,0.0,29.3,17.0,4.7,20.0,23,Without renovation
3013,3390000.0,Secondary, Нижегородская,7.0,Moscow,0.0,10.4,7.4,7.5,2.0,3,European-style renovation
3014,3590000.0,Secondary, Нижегородская,7.0,Moscow,0.0,14.1,9.3,7.8,2.0,3,European-style renovation
3015,3990000.0,Secondary, Нижегородская,7.0,Moscow,0.0,13.8,9.1,7.8,3.0,3,Designer
3016,3990000.0,Secondary, Нижегородская,7.0,Moscow,0.0,13.8,9.1,7.8,3.0,3,European-style renovation
3017,4090000.0,Secondary, Нижегородская,7.0,Moscow,0.0,14.7,9.6,7.9,2.0,3,European-style renovation
3018,4290000.0,Secondary, Нижегородская,7.0,Moscow,0.0,13.9,9.2,7.8,2.0,3,European-style renovation
3019,4390000.0,Secondary, Нижегородская,7.0,Moscow,0.0,16.8,10.6,8.0,3.0,3,European-style renovation
3020,4490000.0,Secondary, Нижегородская,7.0,Moscow,0.0,16.1,10.3,8.0,2.0,3,Designer
3021,5310000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.7,15.0,8.1,4.0,9,European-style renovation
3022,5350000.0,Secondary, Семёновская,5.0,Moscow,0.0,13.3,6.3,2.0,4.0,4,Designer
3023,5350000.0,Secondary, Пятницкое шоссе,25.0,Moscow,0.0,17.3,15.0,8.1,7.0,9,European-style renovation
3024,5500000.0,Secondary, Андроновка,5.0,Moscow,0.0,19.2,15.0,8.2,4.0,6,European-style renovation
3025,5602490.0,Secondary, Балтийская,28.0,Moscow,0.0,22.2,13.4,8.5,1.0,6,Without renovation
3026,5900000.0,Secondary, Беговая,8.0,Moscow,0.0,12.0,8.2,7.6,5.0,6,Designer
3027,6090000.0,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,20.3,17.2,8.3,1.0,9,European-style renovation
3028,6590000.0,Secondary, ЗИЛ,7.0,Moscow,0.0,16.6,10.5,8.0,10.0,13,Without renovation
3029,6940000.0,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,Designer
3030,6940000.0,Secondary, Бауманская,15.0,Moscow,0.0,17.3,10.9,8.1,1.0,4,European-style renovation
3031,7950000.0,Secondary, Озёрная,18.0,Moscow,0.0,27.9,17.3,4.0,1.0,5,European-style renovation
3032,8500000.0,Secondary, Коммунарка,7.0,Moscow,0.0,25.0,5.0,8.7,3.0,15,Cosmetic
3033,8600000.0,Secondary, Тульская,11.0,Moscow,0.0,23.7,14.1,8.6,1.0,4,European-style renovation
3034,10500000.0,Secondary, Балтийская,28.0,Moscow,0.0,22.2,13.4,8.5,3.0,7,Cosmetic
3035,11400000.0,Secondary, Аэропорт,3.0,Moscow,0.0,25.8,15.8,5.0,3.0,4,Designer
3036,14056000.0,Secondary, Маяковская,5.0,Moscow,0.0,20.4,12.4,8.3,4.0,6,European-style renovation
3037,4760000.0,Secondary, Бульвар Рокоссовского,4.0,Moscow,0.0,25.0,14.8,8.7,4.0,5,European-style renovation
3038,12500000.0,Secondary, Полежаевская,5.0,Moscow,0.0,22.0,17.0,8.5,14.0,36,Without renovation
3039,5170000.0,Secondary, Шаболовская,14.0,Moscow,0.0,30.0,17.3,9.1,1.0,4,European-style renovation
3040,5734000.0,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,18.8,16.3,8.2,7.0,9,European-style renovation
3041,8600000.0,Secondary, Чкаловская,8.0,Moscow,0.0,15.0,15.0,7.9,4.0,5,Designer
3042,68000000.0,Secondary, Деловой центр,3.0,Moscow,0.0,108.0,80.0,15.0,50.0,75,Designer
3043,3657000.0,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,10.6,7.8,7.5,4.0,9,European-style renovation
3044,3800000.0,Secondary, Озёрная,6.0,Moscow,0.0,19.6,12.0,8.3,1.0,5,European-style renovation
3045,4100000.0,Secondary, Рязанский проспект,12.0,Moscow,0.0,11.8,8.1,7.6,1.0,3,European-style renovation
3046,4388500.0,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,13.1,10.4,7.7,2.0,9,European-style renovation
3047,4500000.0,Secondary, Алексеевская,11.0,Moscow,0.0,14.0,9.2,7.8,2.0,4,Designer
3048,4700000.0,Secondary, Рязанский проспект,12.0,Moscow,0.0,15.6,10.0,7.9,1.0,3,European-style renovation
3049,5000000.0,Secondary, Рязанский проспект,15.0,Moscow,0.0,18.0,11.2,8.1,2.0,2,European-style renovation
3050,13500000.0,Secondary, Ростокино,14.0,Moscow,0.0,35.0,19.8,9.5,3.0,10,Designer
3051,14950000.0,Secondary, Стрешнево,6.0,Moscow,0.0,30.9,18.0,5.0,10.0,18,Designer
3052,4650000.0,Secondary, Зеленоград — Крюково,13.0,Moscow,0.0,15.0,11.8,7.9,3.0,9,European-style renovation
3053,6250000.0,Secondary, Бутырская,16.0,Moscow,0.0,13.8,9.1,7.8,3.0,5,European-style renovation
3054,6354909.0,Secondary, Калитники,7.0,Moscow,0.0,25.7,15.1,8.8,1.0,8,Cosmetic
3055,8200000.0,Secondary, Некрасовка,16.0,Moscow,0.0,32.4,16.4,5.0,2.0,22,European-style renovation
3056,10180000.0,Secondary, Коптево,8.0,Moscow,0.0,28.3,17.0,6.3,7.0,18,Without renovation
3057,10900000.0,Secondary, Тушинская,5.0,Moscow,0.0,24.0,14.0,5.0,7.0,25,European-style renovation
3058,11000000.0,Secondary, Динамо,8.0,Moscow,0.0,22.9,5.0,8.5,10.0,17,Designer
3059,12500000.0,Secondary, Беговая,9.0,Moscow,0.0,22.5,15.0,8.5,9.0,25,European-style renovation
3060,13000000.0,Secondary, Аминьевская,8.0,Moscow,0.0,27.9,15.0,4.8,37.0,41,Without renovation
3061,13300000.0,Secondary, Бауманская,7.0,Moscow,0.0,30.0,20.0,9.1,6.0,9,European-style renovation
3062,13500000.0,Secondary, Римская,14.0,Moscow,0.0,32.0,27.0,9.3,5.0,10,European-style renovation
3063,64800000.0,Secondary, Новокузнецкая,11.0,Moscow,0.0,61.6,33.3,11.7,1.0,8,Without renovation
3064,3390000.0,Secondary, Нижегородская,7.0,Moscow,0.0,10.4,7.4,7.5,2.0,3,European-style renovation
3065,3380000.0,Secondary, Зюзино,8.0,Moscow,0.0,15.0,9.7,7.9,2.0,5,European-style renovation
3066,3420000.0,Secondary, Лихоборы,7.0,Moscow,0.0,15.0,9.7,7.9,1.0,5,European-style renovation
3067,3510000.0,Secondary, Селигерская,5.0,Moscow,0.0,15.0,9.7,7.9,5.0,9,European-style renovation
3068,3520000.0,Secondary, Третьяковская,5.0,Moscow,0.0,14.0,9.2,7.8,1.0,4,European-style renovation
3069,3570000.0,Secondary, Ленинский проспект,5.0,Moscow,0.0,15.0,9.7,7.9,2.0,5,European-style renovation
3070,3610000.0,Secondary, Селигерская,4.0,Moscow,0.0,15.0,9.7,7.9,4.0,9,European-style renovation
3071,3670000.0,Secondary, Новые Черёмушки,15.0,Moscow,0.0,16.0,10.2,8.0,4.0,5,European-style renovation
3072,3660000.0,Secondary, Бутырская,9.0,Moscow,0.0,20.0,12.2,8.3,1.0,5,European-style renovation
3073,3800000.0,Secondary, Красный Балтиец,10.0,Moscow,0.0,13.0,5.0,3.0,1.0,5,Without renovation
3074,3800000.0,Secondary, Технопарк,10.0,Moscow,0.0,15.5,10.0,7.9,1.0,2,Cosmetic
3075,3830000.0,Secondary, Зюзино,9.0,Moscow,0.0,25.0,14.8,8.7,5.0,5,European-style renovation
3076,3870000.0,Secondary, Кузьминки,7.0,Moscow,0.0,15.0,9.7,7.9,3.0,5,European-style renovation
3077,3950000.0,Secondary, Улица Скобелевская,15.0,Moscow,0.0,10.6,8.5,7.5,3.0,31,Designer
3078,4070000.0,Secondary, Нахимовский проспект,5.0,Moscow,0.0,25.0,14.8,8.7,1.0,5,European-style renovation
3079,4050000.0,Secondary, Бутово,11.0,Moscow,0.0,17.0,15.0,8.0,1.0,14,Cosmetic
3080,4700000.0,Secondary, Кунцевская,8.0,Moscow,0.0,18.2,11.3,8.1,4.0,5,Cosmetic
3081,4958000.0,Secondary, Октябрьское поле,10.0,Moscow,0.0,13.0,5.0,3.0,1.0,5,Designer
3082,5300000.0,Secondary, Южная,14.0,Moscow,0.0,37.5,20.0,5.0,2.0,6,Without renovation
3083,5370000.0,Secondary, Академическая,16.0,Moscow,0.0,25.0,14.8,8.7,3.0,5,European-style renovation
3084,5600000.0,Secondary, Красный Балтиец,11.0,Moscow,0.0,13.5,9.9,7.8,1.0,7,Without renovation
3085,5602490.0,Secondary, Красный Балтиец,11.0,Moscow,0.0,22.2,19.3,8.5,1.0,7,Without renovation
3086,5747860.0,Secondary, Калитники,7.0,Moscow,0.0,16.8,12.7,8.0,1.0,8,Without renovation
3087,5770000.0,Secondary, Селигерская,23.0,Moscow,0.0,17.0,10.7,8.0,1.0,3,European-style renovation
3088,5800000.0,Secondary, Стахановская,13.0,Moscow,0.0,18.0,10.0,3.0,1.0,8,European-style renovation
3089,5990000.0,Secondary, Чкаловская,11.0,Moscow,0.0,13.2,8.8,7.7,3.0,8,Without renovation
3090,6250000.0,Secondary, Новогиреево,4.0,Moscow,0.0,28.4,17.4,6.0,2.0,14,European-style renovation
3091,6300000.0,Secondary, Окская,14.0,Moscow,0.0,15.7,7.7,3.0,4.0,5,European-style renovation
3092,6307000.0,Secondary, Селигерская,23.0,Moscow,0.0,20.0,12.2,8.3,1.0,3,European-style renovation
3093,6300000.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,14.0,7.0,2.0,1.0,2,Designer
3094,6400000.0,Secondary, Коммунарка,19.0,Moscow,0.0,24.1,14.8,5.3,4.0,15,European-style renovation
3095,6481366.0,Secondary, Калитники,7.0,Moscow,0.0,26.8,22.0,8.9,1.0,8,Without renovation
3096,6500000.0,Secondary, Комсомольская,25.0,Moscow,0.0,22.7,13.7,4.0,6.0,17,European-style renovation
3097,6500000.0,Secondary, Южная,14.0,Moscow,0.0,18.0,9.0,4.0,3.0,6,Without renovation
3098,6500000.0,Secondary, Окружная,2.0,Moscow,0.0,18.0,11.2,8.1,5.0,6,European-style renovation
3099,6600000.0,Secondary, Силикатная,4.0,Moscow,0.0,24.0,13.0,6.0,6.0,17,European-style renovation
3100,6615192.0,Secondary, Калитники,7.0,Moscow,0.0,26.8,22.9,8.9,2.0,8,Without renovation
3101,6800000.0,Secondary, Электрозаводская,11.0,Moscow,0.0,17.0,10.7,8.0,4.0,9,European-style renovation
3102,6850000.0,Secondary, Красный Балтиец,9.0,Moscow,0.0,16.7,10.6,8.0,4.0,9,Designer
3103,6950000.0,Secondary, Красный Балтиец,9.0,Moscow,0.0,17.1,10.8,8.1,2.0,9,Designer
3104,7143486.0,Secondary, Преображенская площадь,10.0,Moscow,0.0,16.5,9.5,2.0,2.0,4,Designer
3105,7200000.0,Secondary, Электрозаводская,11.0,Moscow,0.0,17.0,10.7,8.0,3.0,8,European-style renovation
3106,7250000.0,Secondary, Красный Балтиец,9.0,Moscow,0.0,14.8,8.8,1.0,1.0,4,European-style renovation
3107,7330000.0,Secondary, Белорусская,5.0,Moscow,0.0,50.0,27.4,10.8,6.0,14,European-style renovation
3108,7300000.0,Secondary, Саларьево,0.0,Moscow,0.0,28.0,19.0,5.0,4.0,13,European-style renovation
3109,7400000.0,Secondary, Новогиреево,4.0,Moscow,0.0,37.0,25.0,7.0,1.0,14,European-style renovation
3110,32080036.0,Secondary, Белорусская,8.0,Moscow,1.0,47.5,26.1,10.6,29.0,37,European-style renovation
3111,24072793.0,Secondary, Серпуховская,5.0,Moscow,1.0,38.1,13.1,14.7,30.0,41,European-style renovation
3112,26890000.0,Secondary, Минская,1.0,Moscow,1.0,43.5,14.2,18.9,11.0,14,European-style renovation
3113,26898520.0,Secondary, Филёвский парк,11.0,Moscow,1.0,45.2,25.0,10.4,8.0,17,European-style renovation
3114,39463466.0,Secondary, Лужники,3.0,Moscow,1.0,62.5,33.7,11.8,29.0,41,Without renovation
3115,47442265.0,Secondary, Новокузнецкая,15.0,Moscow,1.0,51.35,28.1,10.9,2.0,6,Without renovation
3116,97704000.0,Secondary, Новокузнецкая,10.0,Moscow,1.0,47.2,13.7,18.2,3.0,7,Designer
3117,124640000.0,Secondary, Третьяковская,5.0,Moscow,1.0,72.6,14.2,31.0,2.0,14,Designer
3118,146430000.0,Secondary, Площадь Революции,2.0,Moscow,1.0,67.07,14.7,27.6,2.0,5,Designer
3119,163010000.0,Secondary, Чистые пруды,4.0,Moscow,1.0,88.1,16.8,36.9,4.0,6,Designer
3120,11000000.0,Secondary, Лианозово,15.0,Moscow,1.0,41.5,18.0,10.5,9.0,25,Cosmetic
3121,11200000.0,Secondary, Прокшино,6.0,Moscow,1.0,36.9,12.4,11.7,4.0,16,Cosmetic
3122,73293000.0,Secondary, Воробьёвы горы,13.0,Moscow,1.0,74.9,45.4,12.8,8.0,18,Designer
3123,18670000.0,Secondary, Бутырская,10.0,Moscow,1.0,36.17,20.4,9.6,14.0,28,European-style renovation
3124,52452400.0,Secondary, Киевская,16.0,Moscow,1.0,52.4,28.6,11.0,11.0,18,Without renovation
3125,37739132.0,Secondary, Выставочная,6.0,Moscow,1.0,54.21,29.5,11.1,31.0,85,European-style renovation
3126,16998097.0,Secondary, Дмитровская,5.0,Moscow,1.0,40.19,13.1,19.0,3.0,54,Cosmetic
